,UNIQUE_CARRIER_NAME,DATE,TOP1_DEST,TOP2_DEST,TOP3_DEST,TOP4_DEST,TOP5_DEST
404,Endeavor Air Inc.,2017-09-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
405,Endeavor Air Inc.,2017-10-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
406,Endeavor Air Inc.,2017-11-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
407,Endeavor Air Inc.,2017-12-01,"New York, NY","Atlanta, GA","Minneapolis, MN","Detroit, MI","Cincinnati, OH"
408,Endeavor Air Inc.,2018-01-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
409,Endeavor Air Inc.,2018-02-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
410,Endeavor Air Inc.,2018-03-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
411,Endeavor Air Inc.,2018-04-01,"New York, NY","Detroit, MI","Atlanta, GA","Cincinnati, OH","Minneapolis, MN"
412,Endeavor Air Inc.,2018-05-01,"New York, NY","Detroit, MI","Atlanta, GA","Cincinnati, OH","Minneapolis, MN"
413,Endeavor Air Inc.,2018-06-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
414,Endeavor Air Inc.,2018-07-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
415,Endeavor Air Inc.,2018-08-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
416,Endeavor Air Inc.,2018-09-01,"New York, NY","Detroit, MI","Atlanta, GA","Minneapolis, MN","Cincinnati, OH"
417,Endeavor Air Inc.,2018-10-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
418,Endeavor Air Inc.,2018-11-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
419,Endeavor Air Inc.,2018-12-01,"Atlanta, GA","New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
420,Endeavor Air Inc.,2019-01-01,"Atlanta, GA","New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
421,Endeavor Air Inc.,2019-02-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
422,Endeavor Air Inc.,2019-03-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
423,Endeavor Air Inc.,2019-04-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
424,Endeavor Air Inc.,2019-05-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
425,Endeavor Air Inc.,2019-06-01,"Atlanta, GA","New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
426,Endeavor Air Inc.,2019-07-01,"Atlanta, GA","New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
427,Endeavor Air Inc.,2019-08-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
428,Endeavor Air Inc.,2019-09-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
429,Endeavor Air Inc.,2019-10-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Raleigh/Durham, NC"
430,Endeavor Air Inc.,2019-11-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Raleigh/Durham, NC"
431,Endeavor Air Inc.,2019-12-01,"New York, NY","Atlanta, GA","Detroit, MI","Minneapolis, MN","Cincinnati, OH"
432,Envoy Air,2014-01-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Los Angeles, CA"
433,Envoy Air,2014-02-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Los Angeles, CA"
434,Envoy Air,2014-03-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","New York, NY","Fayetteville, AR"
435,Envoy Air,2014-04-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
436,Envoy Air,2014-05-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Houston, TX"
437,Envoy Air,2014-06-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Cincinnati, OH"
438,Envoy Air,2014-07-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
439,Envoy Air,2014-08-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
440,Envoy Air,2014-09-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
441,Envoy Air,2014-10-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Abilene, TX"
442,Envoy Air,2014-11-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
443,Envoy Air,2014-12-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Fayetteville, AR"
444,Envoy Air,2015-01-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Fayetteville, AR"
445,Envoy Air,2015-02-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
446,Envoy Air,2015-03-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
447,Envoy Air,2015-04-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Abilene, TX"
448,Envoy Air,2015-05-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Columbus, OH"
449,Envoy Air,2015-06-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Madison, WI"
450,Envoy Air,2015-07-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Columbus, OH"
451,Envoy Air,2015-08-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Washington, DC"
452,Envoy Air,2015-09-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Washington, DC"
453,Envoy Air,2015-10-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Columbus, OH"
454,Envoy Air,2015-11-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Abilene, TX"
455,Envoy Air,2015-12-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Waco, TX","Cincinnati, OH"
456,Envoy Air,2016-01-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Cincinnati, OH","Columbia, MO"
457,Envoy Air,2016-02-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Springfield, MO","Fayetteville, AR"
458,Envoy Air,2016-03-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Fayetteville, AR","Memphis, TN"
459,Envoy Air,2016-04-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Cleveland, OH","Fayetteville, AR"
460,Envoy Air,2016-05-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Houston, TX","Little Rock, AR"
461,Envoy Air,2016-06-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Abilene, TX","Oklahoma City, OK"
462,Envoy Air,2016-07-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Abilene, TX","Oklahoma City, OK"
463,Envoy Air,2016-08-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","New York, NY","Fayetteville, AR"
464,Envoy Air,2016-09-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","New York, NY","Fort Wayne, IN"
465,Envoy Air,2016-10-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Fayetteville, AR","New York, NY"
466,Envoy Air,2016-11-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Madison, WI","Indianapolis, IN"
467,Envoy Air,2016-12-01,"Chicago, IL","Dallas/Fort Worth, TX","Miami, FL","Fayetteville, AR","Oklahoma City, OK"
468,Envoy Air,2017-01-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Indianapolis, IN"
469,Envoy Air,2017-02-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Cincinnati, OH"
470,Envoy Air,2017-03-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Cincinnati, OH"
471,Envoy Air,2017-04-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Cleveland, OH"
472,Envoy Air,2017-05-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Cincinnati, OH"
473,Envoy Air,2017-06-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Cincinnati, OH"
474,Envoy Air,2017-07-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Abilene, TX"
475,Envoy Air,2017-08-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Fayetteville, AR"
476,Envoy Air,2017-09-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Fayetteville, AR"
477,Envoy Air,2017-10-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Fayetteville, AR"
478,Envoy Air,2017-11-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Cincinnati, OH"
479,Envoy Air,2017-12-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Abilene, TX"
480,Envoy Air,2018-01-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Cincinnati, OH","Fayetteville, AR"
481,Envoy Air,2018-02-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Charlotte, NC","Cincinnati, OH"
482,Envoy Air,2018-03-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Charlotte, NC"
483,Envoy Air,2018-04-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Charlotte, NC","Miami, FL"
484,Envoy Air,2018-05-01,"Dallas/Fort Worth, TX","Chicago, IL","New York, NY","Miami, FL","Charlotte, NC"
485,Envoy Air,2018-06-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
486,Envoy Air,2018-07-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
487,Envoy Air,2018-08-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Indianapolis, IN"
488,Envoy Air,2018-09-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Fayetteville, AR"
489,Envoy Air,2018-10-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
490,Envoy Air,2018-11-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Charlotte, NC","Miami, FL"
491,Envoy Air,2018-12-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
492,Envoy Air,2019-01-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
493,Envoy Air,2019-02-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
494,Envoy Air,2019-03-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
495,Envoy Air,2019-04-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Indianapolis, IN"
496,Envoy Air,2019-05-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
497,Envoy Air,2019-06-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Abilene, TX"
498,Envoy Air,2019-07-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Champaign/Urbana, IL"
499,Envoy Air,2019-08-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Abilene, TX"
500,Envoy Air,2019-09-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
501,Envoy Air,2019-10-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Abilene, TX"
502,Envoy Air,2019-11-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
503,Envoy Air,2019-12-01,"Chicago, IL","Dallas/Fort Worth, TX","New York, NY","Miami, FL","Charlotte, NC"
504,ExpressJet Airlines LLC,2014-01-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Washington, DC"
505,ExpressJet Airlines LLC,2014-02-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Washington, DC"
506,ExpressJet Airlines LLC,2014-03-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Washington, DC"
507,ExpressJet Airlines LLC,2014-04-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Washington, DC"
508,ExpressJet Airlines LLC,2014-05-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
509,ExpressJet Airlines LLC,2014-06-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
510,ExpressJet Airlines LLC,2014-07-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
511,ExpressJet Airlines LLC,2014-08-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
512,ExpressJet Airlines LLC,2014-09-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
513,ExpressJet Airlines LLC,2014-10-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Washington, DC"
514,ExpressJet Airlines LLC,2014-11-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
515,ExpressJet Airlines LLC,2014-12-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
516,ExpressJet Airlines LLC,2015-01-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Washington, DC"
517,ExpressJet Airlines LLC,2015-02-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Minneapolis, MN"
518,ExpressJet Airlines LLC,2015-03-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Newark, NJ"
519,ExpressJet Airlines LLC,2015-04-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Newark, NJ"
520,ExpressJet Airlines LLC,2015-05-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX"
521,ExpressJet Airlines LLC,2015-06-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Newark, NJ"
522,ExpressJet Airlines LLC,2015-07-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Newark, NJ"
523,ExpressJet Airlines LLC,2015-08-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Dallas/Fort Worth, TX"
524,ExpressJet Airlines LLC,2015-09-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Newark, NJ"
525,ExpressJet Airlines LLC,2015-10-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
526,ExpressJet Airlines LLC,2015-11-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX"
527,ExpressJet Airlines LLC,2015-12-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
528,ExpressJet Airlines LLC,2016-01-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Newark, NJ"
529,ExpressJet Airlines LLC,2016-02-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX"
530,ExpressJet Airlines LLC,2016-03-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
531,ExpressJet Airlines LLC,2016-04-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
532,ExpressJet Airlines LLC,2016-05-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX"
533,ExpressJet Airlines LLC,2016-06-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX"
534,ExpressJet Airlines LLC,2016-07-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
535,ExpressJet Airlines LLC,2016-08-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Dallas/Fort Worth, TX"
536,ExpressJet Airlines LLC,2016-09-01,"Atlanta, GA","Houston, TX","Detroit, MI","Chicago, IL","Newark, NJ"
537,ExpressJet Airlines LLC,2016-10-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Newark, NJ"
538,ExpressJet Airlines LLC,2016-11-01,"Atlanta, GA","Detroit, MI","Houston, TX","Chicago, IL","Minneapolis, MN"
539,ExpressJet Airlines LLC,2016-12-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Dallas/Fort Worth, TX"
540,ExpressJet Airlines LLC,2017-01-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Dallas/Fort Worth, TX"
541,ExpressJet Airlines LLC,2017-02-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Dallas/Fort Worth, TX"
542,ExpressJet Airlines LLC,2017-03-01,"Atlanta, GA","Houston, TX","Chicago, IL","Detroit, MI","Dallas/Fort Worth, TX"
543,ExpressJet Airlines LLC,2017-04-01,"Atlanta, GA","Houston, TX","Chicago, IL","Dallas/Fort Worth, TX","Newark, NJ"
544,ExpressJet Airlines LLC,2017-05-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","Detroit, MI"
545,ExpressJet Airlines LLC,2017-06-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","Detroit, MI"
546,ExpressJet Airlines LLC,2017-07-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","New York, NY"
547,ExpressJet Airlines LLC,2017-08-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","Detroit, MI"
548,ExpressJet Airlines LLC,2017-09-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","New York, NY"
549,ExpressJet Airlines LLC,2017-10-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","Detroit, MI"
550,ExpressJet Airlines LLC,2017-11-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","New York, NY"
551,ExpressJet Airlines LLC,2017-12-01,"Atlanta, GA","Houston, TX","Chicago, IL","Newark, NJ","New York, NY"
552,ExpressJet Airlines LLC,2018-01-01,"Houston, TX","Atlanta, GA","Newark, NJ","Chicago, IL","Detroit, MI"
553,ExpressJet Airlines LLC,2018-02-01,"Houston, TX","Atlanta, GA","Newark, NJ","Chicago, IL","Detroit, MI"
554,ExpressJet Airlines LLC,2018-03-01,"Houston, TX","Atlanta, GA","Newark, NJ","Chicago, IL","Cleveland, OH"
555,ExpressJet Airlines LLC,2018-04-01,"Houston, TX","Atlanta, GA","Newark, NJ","Chicago, IL","New York, NY"
556,ExpressJet Airlines LLC,2018-05-01,"Houston, TX","Chicago, IL","Atlanta, GA","Newark, NJ","Dallas/Fort Worth, TX"
557,ExpressJet Airlines LLC,2018-06-01,"Houston, TX","Newark, NJ","Atlanta, GA","Chicago, IL","Dallas/Fort Worth, TX"
558,ExpressJet Airlines LLC,2018-07-01,"Houston, TX","Newark, NJ","Atlanta, GA","Chicago, IL","Dallas/Fort Worth, TX"
559,ExpressJet Airlines LLC,2018-08-01,"Houston, TX","Newark, NJ","Dallas/Fort Worth, TX","Chicago, IL","Atlanta, GA"
560,ExpressJet Airlines LLC,2018-09-01,"Houston, TX","Newark, NJ","Chicago, IL","Dallas/Fort Worth, TX","Atlanta, GA"
561,ExpressJet Airlines LLC,2018-10-01,"Houston, TX","Chicago, IL","Newark, NJ","Dallas/Fort Worth, TX","Atlanta, GA"
562,ExpressJet Airlines LLC,2018-11-01,"Chicago, IL","Houston, TX","Newark, NJ","Dallas/Fort Worth, TX","Knoxville, TN"
563,ExpressJet Airlines LLC,2018-12-01,"Chicago, IL","Houston, TX","Newark, NJ","Washington, DC","Knoxville, TN"
564,ExpressJet Airlines LLC,2019-01-01,"Chicago, IL","Houston, TX","Newark, NJ","Washington, DC","Cleveland, OH"
565,ExpressJet Airlines LLC,2019-02-01,"Chicago, IL","Houston, TX","Newark, NJ","Washington, DC","Cleveland, OH"
566,ExpressJet Airlines LLC,2019-03-01,"Chicago, IL","Houston, TX","Newark, NJ","Washington, DC","Cleveland, OH"
567,ExpressJet Airlines LLC,2019-04-01,"Houston, TX","Chicago, IL","Newark, NJ","Washington, DC","Cleveland, OH"
568,ExpressJet Airlines LLC,2019-05-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","College Station/Bryan, TX"
569,ExpressJet Airlines LLC,2019-06-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","Knoxville, TN"
570,ExpressJet Airlines LLC,2019-07-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","Richmond, VA"
571,ExpressJet Airlines LLC,2019-08-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","Knoxville, TN"
572,ExpressJet Airlines LLC,2019-09-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","Cincinnati, OH"
573,ExpressJet Airlines LLC,2019-10-01,"Chicago, IL","Houston, TX","Newark, NJ","Cleveland, OH","Washington, DC"
574,ExpressJet Airlines LLC,2019-11-01,"Houston, TX","Chicago, IL","Newark, NJ","Cleveland, OH","Cincinnati, OH"
575,ExpressJet Airlines LLC,2019-12-01,"Chicago, IL","Houston, TX","Newark, NJ","Cleveland, OH","Washington, DC"
576,Frontier Airlines Inc.,2014-01-01,"Denver, CO","Orlando, FL","Trenton, NJ","Wilmington, DE","Chicago, IL"
577,Frontier Airlines Inc.,2014-02-01,"Denver, CO","Trenton, NJ","Orlando, FL","Wilmington, DE","Chicago, IL"
578,Frontier Airlines Inc.,2014-03-01,"Denver, CO","Trenton, NJ","Orlando, FL","Wilmington, DE","Chicago, IL"
579,Frontier Airlines Inc.,2014-04-01,"Denver, CO","Trenton, NJ","Wilmington, DE","Orlando, FL","Detroit, MI"
580,Frontier Airlines Inc.,2014-05-01,"Denver, CO","Trenton, NJ","Wilmington, DE","Orlando, FL","Fort Lauderdale, FL"
581,Frontier Airlines Inc.,2014-06-01,"Denver, CO","Trenton, NJ","Cleveland, OH","Orlando, FL","Wilmington, DE"
582,Frontier Airlines Inc.,2014-07-01,"Denver, CO","Trenton, NJ","Cleveland, OH","Wilmington, DE","Orlando, FL"
583,Frontier Airlines Inc.,2014-08-01,"Denver, CO","Trenton, NJ","Cleveland, OH","Atlanta, GA","Orlando, FL"
584,Frontier Airlines Inc.,2014-09-01,"Denver, CO","Washington, DC","Trenton, NJ","Cleveland, OH","Chicago, IL"
585,Frontier Airlines Inc.,2014-10-01,"Denver, CO","Cleveland, OH","Trenton, NJ","Washington, DC","Chicago, IL"
586,Frontier Airlines Inc.,2014-11-01,"Denver, CO","Cleveland, OH","Trenton, NJ","Washington, DC","Chicago, IL"
587,Frontier Airlines Inc.,2014-12-01,"Denver, CO","Washington, DC","Cleveland, OH","Chicago, IL","Trenton, NJ"
588,Frontier Airlines Inc.,2015-01-01,"Denver, CO","Washington, DC","Orlando, FL","Trenton, NJ","Chicago, IL"
589,Frontier Airlines Inc.,2015-02-01,"Denver, CO","Orlando, FL","Washington, DC","Chicago, IL","Cleveland, OH"
590,Frontier Airlines Inc.,2015-03-01,"Denver, CO","Chicago, IL","Orlando, FL","Washington, DC","Cleveland, OH"
591,Frontier Airlines Inc.,2015-04-01,"Denver, CO","Chicago, IL","Orlando, FL","Atlanta, GA","Trenton, NJ"
592,Frontier Airlines Inc.,2015-05-01,"Denver, CO","Atlanta, GA","Chicago, IL","Las Vegas, NV","Orlando, FL"
593,Frontier Airlines Inc.,2015-06-01,"Denver, CO","Atlanta, GA","Chicago, IL","Las Vegas, NV","Orlando, FL"
594,Frontier Airlines Inc.,2015-07-01,"Denver, CO","Atlanta, GA","Chicago, IL","Las Vegas, NV","Trenton, NJ"
595,Frontier Airlines Inc.,2015-08-01,"Denver, CO","Atlanta, GA","Orlando, FL","Chicago, IL","Washington, DC"
596,Frontier Airlines Inc.,2015-09-01,"Denver, CO","Atlanta, GA","Chicago, IL","Orlando, FL","Trenton, NJ"
597,Frontier Airlines Inc.,2015-10-01,"Denver, CO","Atlanta, GA","Chicago, IL","Orlando, FL","Las Vegas, NV"
598,Frontier Airlines Inc.,2015-11-01,"Denver, CO","Orlando, FL","Atlanta, GA","Chicago, IL","Las Vegas, NV"
599,Frontier Airlines Inc.,2015-12-01,"Denver, CO","Orlando, FL","Atlanta, GA","Las Vegas, NV","Chicago, IL"
600,Frontier Airlines Inc.,2016-01-01,"Denver, CO","Orlando, FL","Atlanta, GA","Chicago, IL","Las Vegas, NV"
601,Frontier Airlines Inc.,2016-02-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Fort Myers, FL"
602,Frontier Airlines Inc.,2016-03-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Fort Myers, FL"
603,Frontier Airlines Inc.,2016-04-01,"Denver, CO","Orlando, FL","Chicago, IL","Atlanta, GA","Las Vegas, NV"
604,Frontier Airlines Inc.,2016-05-01,"Denver, CO","Orlando, FL","Philadelphia, PA","Chicago, IL","Atlanta, GA"
605,Frontier Airlines Inc.,2016-06-01,"Denver, CO","Orlando, FL","Chicago, IL","Philadelphia, PA","Atlanta, GA"
606,Frontier Airlines Inc.,2016-07-01,"Denver, CO","Orlando, FL","Atlanta, GA","Chicago, IL","Las Vegas, NV"
607,Frontier Airlines Inc.,2016-08-01,"Denver, CO","Orlando, FL","Philadelphia, PA","Atlanta, GA","Chicago, IL"
608,Frontier Airlines Inc.,2016-09-01,"Denver, CO","Orlando, FL","Atlanta, GA","Chicago, IL","Las Vegas, NV"
609,Frontier Airlines Inc.,2016-10-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Philadelphia, PA"
610,Frontier Airlines Inc.,2016-11-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Phoenix, AZ"
611,Frontier Airlines Inc.,2016-12-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Phoenix, AZ","Chicago, IL"
612,Frontier Airlines Inc.,2017-01-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Phoenix, AZ","Atlanta, GA"
613,Frontier Airlines Inc.,2017-02-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Phoenix, AZ"
614,Frontier Airlines Inc.,2017-03-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Chicago, IL","Phoenix, AZ"
615,Frontier Airlines Inc.,2017-04-01,"Denver, CO","Orlando, FL","Philadelphia, PA","Cincinnati, OH","Las Vegas, NV"
