,UNIQUE_CARRIER_NAME,DATE,TOP1_DEST,TOP2_DEST,TOP3_DEST,TOP4_DEST,TOP5_DEST
202,Allegiant Air,2018-11-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
203,Allegiant Air,2018-12-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
204,Allegiant Air,2019-01-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
205,Allegiant Air,2019-02-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
206,Allegiant Air,2019-03-01,"Sanford, FL","St. Petersburg, FL","Phoenix, AZ","Las Vegas, NV","Punta Gorda, FL"
207,Allegiant Air,2019-04-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
208,Allegiant Air,2019-05-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
209,Allegiant Air,2019-06-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
210,Allegiant Air,2019-07-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
211,Allegiant Air,2019-08-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Los Angeles, CA"
212,Allegiant Air,2019-09-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
213,Allegiant Air,2019-10-01,"Sanford, FL","St. Petersburg, FL","Las Vegas, NV","Phoenix, AZ","Punta Gorda, FL"
214,Allegiant Air,2019-11-01,"Sanford, FL","St. Petersburg, FL","Phoenix, AZ","Punta Gorda, FL","Las Vegas, NV"
215,Allegiant Air,2019-12-01,"Sanford, FL","St. Petersburg, FL","Phoenix, AZ","Las Vegas, NV","Punta Gorda, FL"
216,American Airlines Inc.,2014-01-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","New York, NY","Los Angeles, CA"
217,American Airlines Inc.,2014-02-01,"Dallas/Fort Worth, TX","Miami, FL","New York, NY","Chicago, IL","Los Angeles, CA"
218,American Airlines Inc.,2014-03-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
219,American Airlines Inc.,2014-04-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","Los Angeles, CA","New York, NY"
220,American Airlines Inc.,2014-05-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","New York, NY","Los Angeles, CA"
221,American Airlines Inc.,2014-06-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","Los Angeles, CA","New York, NY"
222,American Airlines Inc.,2014-07-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","New York, NY","Los Angeles, CA"
223,American Airlines Inc.,2014-08-01,"Dallas/Fort Worth, TX","Chicago, IL","Miami, FL","Los Angeles, CA","New York, NY"
224,American Airlines Inc.,2014-09-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
225,American Airlines Inc.,2014-10-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
226,American Airlines Inc.,2014-11-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
227,American Airlines Inc.,2014-12-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
228,American Airlines Inc.,2015-01-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
229,American Airlines Inc.,2015-02-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
230,American Airlines Inc.,2015-03-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
231,American Airlines Inc.,2015-04-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","Austin, TX"
232,American Airlines Inc.,2015-05-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","Los Angeles, CA","New York, NY"
233,American Airlines Inc.,2015-06-01,"Dallas/Fort Worth, TX","Miami, FL","Chicago, IL","New York, NY","Los Angeles, CA"
234,American Airlines Inc.,2015-07-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
235,American Airlines Inc.,2015-08-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
236,American Airlines Inc.,2015-09-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
237,American Airlines Inc.,2015-10-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
238,American Airlines Inc.,2015-11-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
239,American Airlines Inc.,2015-12-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
240,American Airlines Inc.,2016-01-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
241,American Airlines Inc.,2016-02-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
242,American Airlines Inc.,2016-03-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
243,American Airlines Inc.,2016-04-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
244,American Airlines Inc.,2016-05-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
245,American Airlines Inc.,2016-06-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
246,American Airlines Inc.,2016-07-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
247,American Airlines Inc.,2016-08-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
248,American Airlines Inc.,2016-09-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
249,American Airlines Inc.,2016-10-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
250,American Airlines Inc.,2016-11-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
251,American Airlines Inc.,2016-12-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
252,American Airlines Inc.,2017-01-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
253,American Airlines Inc.,2017-02-01,"Dallas/Fort Worth, TX","Charlotte, NC","Philadelphia, PA","Phoenix, AZ","Miami, FL"
254,American Airlines Inc.,2017-03-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
255,American Airlines Inc.,2017-04-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
256,American Airlines Inc.,2017-05-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
257,American Airlines Inc.,2017-06-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Chicago, IL","Miami, FL"
258,American Airlines Inc.,2017-07-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Chicago, IL","Philadelphia, PA"
259,American Airlines Inc.,2017-08-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
260,American Airlines Inc.,2017-09-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
261,American Airlines Inc.,2017-10-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Chicago, IL"
262,American Airlines Inc.,2017-11-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
263,American Airlines Inc.,2017-12-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
264,American Airlines Inc.,2018-01-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
265,American Airlines Inc.,2018-02-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
266,American Airlines Inc.,2018-03-01,"Dallas/Fort Worth, TX","Charlotte, NC","Philadelphia, PA","Phoenix, AZ","Miami, FL"
267,American Airlines Inc.,2018-04-01,"Dallas/Fort Worth, TX","Charlotte, NC","Philadelphia, PA","Phoenix, AZ","Miami, FL"
268,American Airlines Inc.,2018-05-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
269,American Airlines Inc.,2018-06-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
270,American Airlines Inc.,2018-07-01,"Dallas/Fort Worth, TX","Charlotte, NC","Philadelphia, PA","Phoenix, AZ","Miami, FL"
271,American Airlines Inc.,2018-08-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
272,American Airlines Inc.,2018-09-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
273,American Airlines Inc.,2018-10-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
274,American Airlines Inc.,2018-11-01,"Dallas/Fort Worth, TX","Charlotte, NC","Philadelphia, PA","Phoenix, AZ","Miami, FL"
275,American Airlines Inc.,2018-12-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
276,American Airlines Inc.,2019-01-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
277,American Airlines Inc.,2019-02-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
278,American Airlines Inc.,2019-03-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Miami, FL","Philadelphia, PA"
279,American Airlines Inc.,2019-04-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
280,American Airlines Inc.,2019-05-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
281,American Airlines Inc.,2019-06-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
282,American Airlines Inc.,2019-07-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
283,American Airlines Inc.,2019-08-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
284,American Airlines Inc.,2019-09-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Miami, FL"
285,American Airlines Inc.,2019-10-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
286,American Airlines Inc.,2019-11-01,"Charlotte, NC","Dallas/Fort Worth, TX","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
287,American Airlines Inc.,2019-12-01,"Dallas/Fort Worth, TX","Charlotte, NC","Phoenix, AZ","Philadelphia, PA","Chicago, IL"
288,Delta Air Lines Inc.,2014-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
289,Delta Air Lines Inc.,2014-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
290,Delta Air Lines Inc.,2014-03-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
291,Delta Air Lines Inc.,2014-04-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","New York, NY","Salt Lake City, UT"
292,Delta Air Lines Inc.,2014-05-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","New York, NY","Salt Lake City, UT"
293,Delta Air Lines Inc.,2014-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
294,Delta Air Lines Inc.,2014-07-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
295,Delta Air Lines Inc.,2014-08-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
296,Delta Air Lines Inc.,2014-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
297,Delta Air Lines Inc.,2014-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
298,Delta Air Lines Inc.,2014-11-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","Salt Lake City, UT","New York, NY"
299,Delta Air Lines Inc.,2014-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
300,Delta Air Lines Inc.,2015-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
301,Delta Air Lines Inc.,2015-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
302,Delta Air Lines Inc.,2015-03-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","New York, NY","Salt Lake City, UT"
303,Delta Air Lines Inc.,2015-04-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
304,Delta Air Lines Inc.,2015-05-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","New York, NY","Salt Lake City, UT"
305,Delta Air Lines Inc.,2015-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
306,Delta Air Lines Inc.,2015-07-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
307,Delta Air Lines Inc.,2015-08-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
308,Delta Air Lines Inc.,2015-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
309,Delta Air Lines Inc.,2015-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
310,Delta Air Lines Inc.,2015-11-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
311,Delta Air Lines Inc.,2015-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
312,Delta Air Lines Inc.,2016-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
313,Delta Air Lines Inc.,2016-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
314,Delta Air Lines Inc.,2016-03-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
315,Delta Air Lines Inc.,2016-04-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
316,Delta Air Lines Inc.,2016-05-01,"Atlanta, GA","Detroit, MI","Minneapolis, MN","New York, NY","Salt Lake City, UT"
317,Delta Air Lines Inc.,2016-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
318,Delta Air Lines Inc.,2016-07-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
319,Delta Air Lines Inc.,2016-08-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
320,Delta Air Lines Inc.,2016-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
321,Delta Air Lines Inc.,2016-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
322,Delta Air Lines Inc.,2016-11-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
323,Delta Air Lines Inc.,2016-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
324,Delta Air Lines Inc.,2017-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
325,Delta Air Lines Inc.,2017-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
326,Delta Air Lines Inc.,2017-03-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
327,Delta Air Lines Inc.,2017-04-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
328,Delta Air Lines Inc.,2017-05-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
329,Delta Air Lines Inc.,2017-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
330,Delta Air Lines Inc.,2017-07-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
331,Delta Air Lines Inc.,2017-08-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
332,Delta Air Lines Inc.,2017-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
333,Delta Air Lines Inc.,2017-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
334,Delta Air Lines Inc.,2017-11-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
335,Delta Air Lines Inc.,2017-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
336,Delta Air Lines Inc.,2018-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
337,Delta Air Lines Inc.,2018-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
338,Delta Air Lines Inc.,2018-03-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
339,Delta Air Lines Inc.,2018-04-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
340,Delta Air Lines Inc.,2018-05-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
341,Delta Air Lines Inc.,2018-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
342,Delta Air Lines Inc.,2018-07-01,"Atlanta, GA","Minneapolis, MN","New York, NY","Detroit, MI","Salt Lake City, UT"
343,Delta Air Lines Inc.,2018-08-01,"Atlanta, GA","Minneapolis, MN","New York, NY","Detroit, MI","Salt Lake City, UT"
344,Delta Air Lines Inc.,2018-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
345,Delta Air Lines Inc.,2018-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
346,Delta Air Lines Inc.,2018-11-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
347,Delta Air Lines Inc.,2018-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
348,Delta Air Lines Inc.,2019-01-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
349,Delta Air Lines Inc.,2019-02-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
350,Delta Air Lines Inc.,2019-03-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
351,Delta Air Lines Inc.,2019-04-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
352,Delta Air Lines Inc.,2019-05-01,"Atlanta, GA","Minneapolis, MN","New York, NY","Detroit, MI","Salt Lake City, UT"
353,Delta Air Lines Inc.,2019-06-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","New York, NY","Salt Lake City, UT"
354,Delta Air Lines Inc.,2019-07-01,"Atlanta, GA","Minneapolis, MN","New York, NY","Detroit, MI","Salt Lake City, UT"
355,Delta Air Lines Inc.,2019-08-01,"Atlanta, GA","Minneapolis, MN","New York, NY","Detroit, MI","Salt Lake City, UT"
356,Delta Air Lines Inc.,2019-09-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
357,Delta Air Lines Inc.,2019-10-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
358,Delta Air Lines Inc.,2019-11-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
359,Delta Air Lines Inc.,2019-12-01,"Atlanta, GA","Minneapolis, MN","Detroit, MI","Salt Lake City, UT","New York, NY"
360,Endeavor Air Inc.,2014-01-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
361,Endeavor Air Inc.,2014-02-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Memphis, TN"
362,Endeavor Air Inc.,2014-03-01,"Detroit, MI","Minneapolis, MN","New York, NY","Atlanta, GA","Cincinnati, OH"
363,Endeavor Air Inc.,2014-04-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
364,Endeavor Air Inc.,2014-05-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
365,Endeavor Air Inc.,2014-06-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
366,Endeavor Air Inc.,2014-07-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
367,Endeavor Air Inc.,2014-08-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
368,Endeavor Air Inc.,2014-09-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
369,Endeavor Air Inc.,2014-10-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
370,Endeavor Air Inc.,2014-11-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
371,Endeavor Air Inc.,2014-12-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
372,Endeavor Air Inc.,2015-01-01,"Detroit, MI","Minneapolis, MN","New York, NY","Atlanta, GA","Cincinnati, OH"
373,Endeavor Air Inc.,2015-02-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
374,Endeavor Air Inc.,2015-03-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
375,Endeavor Air Inc.,2015-04-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
376,Endeavor Air Inc.,2015-05-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
377,Endeavor Air Inc.,2015-06-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
378,Endeavor Air Inc.,2015-07-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Indianapolis, IN"
379,Endeavor Air Inc.,2015-08-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
380,Endeavor Air Inc.,2015-09-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
381,Endeavor Air Inc.,2015-10-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Raleigh/Durham, NC"
382,Endeavor Air Inc.,2015-11-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Raleigh/Durham, NC"
383,Endeavor Air Inc.,2015-12-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Atlanta, GA"
384,Endeavor Air Inc.,2016-01-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
385,Endeavor Air Inc.,2016-02-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Atlanta, GA"
386,Endeavor Air Inc.,2016-03-01,"Detroit, MI","Minneapolis, MN","New York, NY","Cincinnati, OH","Raleigh/Durham, NC"
387,Endeavor Air Inc.,2016-04-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
388,Endeavor Air Inc.,2016-05-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
389,Endeavor Air Inc.,2016-06-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
390,Endeavor Air Inc.,2016-07-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
391,Endeavor Air Inc.,2016-08-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
392,Endeavor Air Inc.,2016-09-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
393,Endeavor Air Inc.,2016-10-01,"New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
394,Endeavor Air Inc.,2016-11-01,"New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
395,Endeavor Air Inc.,2016-12-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Atlanta, GA"
396,Endeavor Air Inc.,2017-01-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Atlanta, GA"
397,Endeavor Air Inc.,2017-02-01,"Detroit, MI","New York, NY","Minneapolis, MN","Cincinnati, OH","Raleigh/Durham, NC"
398,Endeavor Air Inc.,2017-03-01,"New York, NY","Detroit, MI","Minneapolis, MN","Cincinnati, OH","Atlanta, GA"
399,Endeavor Air Inc.,2017-04-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
400,Endeavor Air Inc.,2017-05-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
401,Endeavor Air Inc.,2017-06-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
402,Endeavor Air Inc.,2017-07-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
403,Endeavor Air Inc.,2017-08-01,"New York, NY","Detroit, MI","Minneapolis, MN","Atlanta, GA","Cincinnati, OH"
