,UNIQUE_CARRIER_NAME,DATE,TOP1_DEST,TOP_1_DEST_FQ
1217,Southwest Airlines Co.,2016-06-01,"Denver, CO",0.048873373532211994
1218,Southwest Airlines Co.,2016-07-01,"Denver, CO",0.04691988509415895
1219,Southwest Airlines Co.,2016-08-01,"Denver, CO",0.048423789405264865
1220,Southwest Airlines Co.,2016-09-01,"Dallas, TX",0.04962962962962963
1221,Southwest Airlines Co.,2016-10-01,"Baltimore, MD",0.04959938954597482
1222,Southwest Airlines Co.,2016-11-01,"Baltimore, MD",0.047286575690257064
1223,Southwest Airlines Co.,2016-12-01,"Baltimore, MD",0.04538191115372323
1224,Southwest Airlines Co.,2017-01-01,"Baltimore, MD",0.04466813463353256
1225,Southwest Airlines Co.,2017-02-01,"Baltimore, MD",0.04821802935010482
1226,Southwest Airlines Co.,2017-03-01,"Baltimore, MD",0.045353631462099586
1227,Southwest Airlines Co.,2017-04-01,"Baltimore, MD",0.04700061842918986
1228,Southwest Airlines Co.,2017-05-01,"Baltimore, MD",0.04923076923076923
1229,Southwest Airlines Co.,2017-06-01,"Baltimore, MD",0.046172539489671933
1230,Southwest Airlines Co.,2017-07-01,"Baltimore, MD",0.04555247768544168
1231,Southwest Airlines Co.,2017-08-01,"Baltimore, MD",0.047373215912541754
1232,Southwest Airlines Co.,2017-09-01,"Baltimore, MD",0.04975643702157272
1233,Southwest Airlines Co.,2017-10-01,"Chicago, IL",0.05316223648029331
1234,Southwest Airlines Co.,2017-11-01,"Chicago, IL",0.0505091649694501
1235,Southwest Airlines Co.,2017-12-01,"Chicago, IL",0.04831320283215327
1236,Southwest Airlines Co.,2018-01-01,"Chicago, IL",0.04736842105263158
1237,Southwest Airlines Co.,2018-02-01,"Chicago, IL",0.04638529043042206
1238,Southwest Airlines Co.,2018-03-01,"Chicago, IL",0.04721549636803874
1239,Southwest Airlines Co.,2018-04-01,"Chicago, IL",0.04510408635312259
1240,Southwest Airlines Co.,2018-05-01,"Baltimore, MD",0.04549019607843137
1241,Southwest Airlines Co.,2018-06-01,"Chicago, IL",0.04948148148148148
1242,Southwest Airlines Co.,2018-07-01,"Chicago, IL",0.04967401428127911
1243,Southwest Airlines Co.,2018-08-01,"Chicago, IL",0.04908338261383797
1244,Southwest Airlines Co.,2018-09-01,"Chicago, IL",0.05172951075101278
1245,Southwest Airlines Co.,2018-10-01,"Denver, CO",0.04970669959864155
1246,Southwest Airlines Co.,2018-11-01,"Denver, CO",0.04704225352112676
1247,Southwest Airlines Co.,2018-12-01,"Denver, CO",0.046175243393602225
1248,Southwest Airlines Co.,2019-01-01,"Chicago, IL",0.04755205402363534
1249,Southwest Airlines Co.,2019-02-01,"Chicago, IL",0.047390521895620874
1250,Southwest Airlines Co.,2019-03-01,"Chicago, IL",0.046274738067520374
1251,Southwest Airlines Co.,2019-04-01,"Chicago, IL",0.04553668232743043
1252,Southwest Airlines Co.,2019-05-01,"Denver, CO",0.04483645718485851
1253,Southwest Airlines Co.,2019-06-01,"Denver, CO",0.04661602209944751
1254,Southwest Airlines Co.,2019-07-01,"Denver, CO",0.046763935652824544
1255,Southwest Airlines Co.,2019-08-01,"Chicago, IL",0.04540501271340356
1256,Southwest Airlines Co.,2019-09-01,"Chicago, IL",0.04982483456597898
1257,Southwest Airlines Co.,2019-10-01,"Chicago, IL",0.04892842701172665
1258,Southwest Airlines Co.,2019-11-01,"Chicago, IL",0.04456928838951311
1259,Southwest Airlines Co.,2019-12-01,"Denver, CO",0.04362801377726751
1260,Spirit Air Lines,2014-01-01,"Fort Lauderdale, FL",0.14979757085020243
1261,Spirit Air Lines,2014-02-01,"Fort Lauderdale, FL",0.1646586345381526
1262,Spirit Air Lines,2014-03-01,"Fort Lauderdale, FL",0.12403100775193798
1263,Spirit Air Lines,2014-04-01,"Fort Lauderdale, FL",0.15867158671586715
1264,Spirit Air Lines,2014-05-01,"Dallas/Fort Worth, TX",0.11074918566775244
1265,Spirit Air Lines,2014-06-01,"Fort Lauderdale, FL",0.12627986348122866
1266,Spirit Air Lines,2014-07-01,"Dallas/Fort Worth, TX",0.11764705882352941
1267,Spirit Air Lines,2014-08-01,"Fort Lauderdale, FL",0.12871287128712872
1268,Spirit Air Lines,2014-09-01,"Fort Lauderdale, FL",0.12609970674486803
1269,Spirit Air Lines,2014-10-01,"Fort Lauderdale, FL",0.14
1270,Spirit Air Lines,2014-11-01,"Fort Lauderdale, FL",0.11924119241192412
1271,Spirit Air Lines,2014-12-01,"Fort Lauderdale, FL",0.1299638989169675
1272,Spirit Air Lines,2015-01-01,"Fort Lauderdale, FL",0.13592233009708737
1273,Spirit Air Lines,2015-02-01,"Fort Lauderdale, FL",0.12852664576802508
1274,Spirit Air Lines,2015-03-01,"Fort Lauderdale, FL",0.1178343949044586
1275,Spirit Air Lines,2015-04-01,"Dallas/Fort Worth, TX",0.09615384615384616
1276,Spirit Air Lines,2015-05-01,"Fort Lauderdale, FL",0.10379746835443038
1277,Spirit Air Lines,2015-06-01,"Dallas/Fort Worth, TX",0.10101010101010101
1278,Spirit Air Lines,2015-07-01,"Fort Lauderdale, FL",0.096
1279,Spirit Air Lines,2015-08-01,"Fort Lauderdale, FL",0.11081794195250659
1280,Spirit Air Lines,2015-09-01,"Fort Lauderdale, FL",0.09302325581395349
1281,Spirit Air Lines,2015-10-01,"Fort Lauderdale, FL",0.11139896373056994
1282,Spirit Air Lines,2015-11-01,"Fort Lauderdale, FL",0.10101010101010101
1283,Spirit Air Lines,2015-12-01,"Fort Lauderdale, FL",0.12030075187969924
1284,Spirit Air Lines,2016-01-01,"Fort Lauderdale, FL",0.13
1285,Spirit Air Lines,2016-02-01,"Fort Lauderdale, FL",0.11421319796954314
1286,Spirit Air Lines,2016-03-01,"Fort Lauderdale, FL",0.11358024691358025
1287,Spirit Air Lines,2016-04-01,"Fort Lauderdale, FL",0.10172413793103448
1288,Spirit Air Lines,2016-05-01,"Fort Lauderdale, FL",0.10981308411214953
1289,Spirit Air Lines,2016-06-01,"Fort Lauderdale, FL",0.11428571428571428
1290,Spirit Air Lines,2016-07-01,"Fort Lauderdale, FL",0.10816777041942605
1291,Spirit Air Lines,2016-08-01,"Fort Lauderdale, FL",0.09684684684684684
1292,Spirit Air Lines,2016-09-01,"Fort Lauderdale, FL",0.10425531914893617
1293,Spirit Air Lines,2016-10-01,"Fort Lauderdale, FL",0.1141552511415525
1294,Spirit Air Lines,2016-11-01,"Fort Lauderdale, FL",0.10740740740740741
1295,Spirit Air Lines,2016-12-01,"Fort Lauderdale, FL",0.11512415349887133
1296,Spirit Air Lines,2017-01-01,"Fort Lauderdale, FL",0.11893203883495146
1297,Spirit Air Lines,2017-02-01,"Fort Lauderdale, FL",0.11333333333333333
1298,Spirit Air Lines,2017-03-01,"Fort Lauderdale, FL",0.10596026490066225
1299,Spirit Air Lines,2017-04-01,"Fort Lauderdale, FL",0.09355828220858896
1300,Spirit Air Lines,2017-05-01,"Fort Lauderdale, FL",0.09580838323353294
1301,Spirit Air Lines,2017-06-01,"Fort Lauderdale, FL",0.10642201834862386
1302,Spirit Air Lines,2017-07-01,"Fort Lauderdale, FL",0.10546139359698682
1303,Spirit Air Lines,2017-08-01,"Fort Lauderdale, FL",0.10404624277456648
1304,Spirit Air Lines,2017-09-01,"Fort Lauderdale, FL",0.08631921824104234
1305,Spirit Air Lines,2017-10-01,"Fort Lauderdale, FL",0.10386965376782077
1306,Spirit Air Lines,2017-11-01,"Fort Lauderdale, FL",0.0867579908675799
1307,Spirit Air Lines,2017-12-01,"Fort Lauderdale, FL",0.12475247524752475
1308,Spirit Air Lines,2018-01-01,"Fort Lauderdale, FL",0.10778443113772455
1309,Spirit Air Lines,2018-02-01,"Fort Lauderdale, FL",0.09671532846715329
1310,Spirit Air Lines,2018-03-01,"Fort Lauderdale, FL",0.09181969949916527
1311,Spirit Air Lines,2018-04-01,"Fort Lauderdale, FL",0.0960591133004926
1312,Spirit Air Lines,2018-05-01,"Fort Lauderdale, FL",0.09446254071661238
1313,Spirit Air Lines,2018-06-01,"Fort Lauderdale, FL",0.09888357256778309
1314,Spirit Air Lines,2018-07-01,"Fort Lauderdale, FL",0.09342560553633218
1315,Spirit Air Lines,2018-08-01,"Fort Lauderdale, FL",0.09666666666666666
1316,Spirit Air Lines,2018-09-01,"Fort Lauderdale, FL",0.10509031198686371
1317,Spirit Air Lines,2018-10-01,"Fort Lauderdale, FL",0.10144927536231885
1318,Spirit Air Lines,2018-11-01,"Fort Lauderdale, FL",0.10884353741496598
1319,Spirit Air Lines,2018-12-01,"Fort Lauderdale, FL",0.10207612456747404
1320,Spirit Air Lines,2019-01-01,"Fort Lauderdale, FL",0.0944741532976827
1321,Spirit Air Lines,2019-02-01,"Fort Lauderdale, FL",0.09353348729792148
1322,Spirit Air Lines,2019-03-01,"Fort Lauderdale, FL",0.09598214285714286
1323,Spirit Air Lines,2019-04-01,"Fort Lauderdale, FL",0.09513742071881606
1324,Spirit Air Lines,2019-05-01,"Fort Lauderdale, FL",0.08296943231441048
1325,Spirit Air Lines,2019-06-01,"Fort Lauderdale, FL",0.0830945558739255
1326,Spirit Air Lines,2019-07-01,"Fort Lauderdale, FL",0.0812133072407045
1327,Spirit Air Lines,2019-08-01,"Fort Lauderdale, FL",0.0763819095477387
1328,Spirit Air Lines,2019-09-01,"Fort Lauderdale, FL",0.08608058608058608
1329,Spirit Air Lines,2019-10-01,"Fort Lauderdale, FL",0.09154929577464789
1330,Spirit Air Lines,2019-11-01,"Fort Lauderdale, FL",0.09028374892519346
1331,Spirit Air Lines,2019-12-01,"Fort Lauderdale, FL",0.10077519379844961
1332,Sun Country Airlines d/b/a MN Airlines,2014-01-01,"Bullhead City, AZ",0.20434782608695654
1333,Sun Country Airlines d/b/a MN Airlines,2014-02-01,"Bullhead City, AZ",0.23618090452261306
1334,Sun Country Airlines d/b/a MN Airlines,2014-03-01,"Bullhead City, AZ",0.20920502092050208
1335,Sun Country Airlines d/b/a MN Airlines,2014-04-01,"Minneapolis, MN",0.19583333333333333
1336,Sun Country Airlines d/b/a MN Airlines,2014-05-01,"Bullhead City, AZ",0.23222748815165878
1337,Sun Country Airlines d/b/a MN Airlines,2014-06-01,"Bullhead City, AZ",0.182648401826484
1338,Sun Country Airlines d/b/a MN Airlines,2014-07-01,"Bullhead City, AZ",0.20175438596491227
1339,Sun Country Airlines d/b/a MN Airlines,2014-08-01,"Bullhead City, AZ",0.15384615384615385
1340,Sun Country Airlines d/b/a MN Airlines,2014-09-01,"Minneapolis, MN",0.12601626016260162
1341,Sun Country Airlines d/b/a MN Airlines,2014-10-01,"Minneapolis, MN",0.13380281690140844
1342,Sun Country Airlines d/b/a MN Airlines,2014-11-01,"Minneapolis, MN",0.15593220338983052
1343,Sun Country Airlines d/b/a MN Airlines,2014-12-01,"Minneapolis, MN",0.19402985074626866
1344,Sun Country Airlines d/b/a MN Airlines,2015-01-01,"Minneapolis, MN",0.2206405693950178
1345,Sun Country Airlines d/b/a MN Airlines,2015-02-01,"Minneapolis, MN",0.20717131474103587
1346,Sun Country Airlines d/b/a MN Airlines,2015-03-01,"Minneapolis, MN",0.1723076923076923
1347,Sun Country Airlines d/b/a MN Airlines,2015-04-01,"Minneapolis, MN",0.2041522491349481
1348,Sun Country Airlines d/b/a MN Airlines,2015-05-01,"Minneapolis, MN",0.19615384615384615
1349,Sun Country Airlines d/b/a MN Airlines,2015-06-01,"Minneapolis, MN",0.2081447963800905
1350,Sun Country Airlines d/b/a MN Airlines,2015-07-01,"Minneapolis, MN",0.18859649122807018
1351,Sun Country Airlines d/b/a MN Airlines,2015-08-01,"Bullhead City, AZ",0.1906474820143885
1352,Sun Country Airlines d/b/a MN Airlines,2015-09-01,"Bullhead City, AZ",0.175
1353,Sun Country Airlines d/b/a MN Airlines,2015-10-01,"Bullhead City, AZ",0.2086720867208672
1354,Sun Country Airlines d/b/a MN Airlines,2015-11-01,"Bullhead City, AZ",0.2140845070422535
1355,Sun Country Airlines d/b/a MN Airlines,2015-12-01,"Bullhead City, AZ",0.15767634854771784
1356,Sun Country Airlines d/b/a MN Airlines,2016-01-01,"Bullhead City, AZ",0.24277456647398843
1357,Sun Country Airlines d/b/a MN Airlines,2016-02-01,"Bullhead City, AZ",0.23225806451612904
1358,Sun Country Airlines d/b/a MN Airlines,2016-03-01,"Bullhead City, AZ",0.20157068062827224
1359,Sun Country Airlines d/b/a MN Airlines,2016-04-01,"Bullhead City, AZ",0.19680851063829788
1360,Sun Country Airlines d/b/a MN Airlines,2016-05-01,"Bullhead City, AZ",0.20588235294117646
1361,Sun Country Airlines d/b/a MN Airlines,2016-06-01,"Bullhead City, AZ",0.23574144486692014
1362,Sun Country Airlines d/b/a MN Airlines,2016-07-01,"Bullhead City, AZ",0.27350427350427353
1363,Sun Country Airlines d/b/a MN Airlines,2016-08-01,"Bullhead City, AZ",0.1912751677852349
1364,Sun Country Airlines d/b/a MN Airlines,2016-09-01,"Bullhead City, AZ",0.14397905759162305
1365,Sun Country Airlines d/b/a MN Airlines,2016-10-01,"Bullhead City, AZ",0.13681592039800994
1366,Sun Country Airlines d/b/a MN Airlines,2016-11-01,"Bullhead City, AZ",0.15326633165829145
1367,Sun Country Airlines d/b/a MN Airlines,2016-12-01,"Minneapolis, MN",0.17293233082706766
1368,Sun Country Airlines d/b/a MN Airlines,2017-01-01,"Bullhead City, AZ",0.18960244648318042
1369,Sun Country Airlines d/b/a MN Airlines,2017-02-01,"Bullhead City, AZ",0.21107266435986158
1370,Sun Country Airlines d/b/a MN Airlines,2017-03-01,"Bullhead City, AZ",0.17980295566502463
1371,Sun Country Airlines d/b/a MN Airlines,2017-04-01,"Bullhead City, AZ",0.20155038759689922
1372,Sun Country Airlines d/b/a MN Airlines,2017-05-01,"Bullhead City, AZ",0.18848167539267016
1373,Sun Country Airlines d/b/a MN Airlines,2017-06-01,"Bullhead City, AZ",0.16822429906542055
1374,Sun Country Airlines d/b/a MN Airlines,2017-07-01,"Bullhead City, AZ",0.25882352941176473
1375,Sun Country Airlines d/b/a MN Airlines,2017-08-01,"Bullhead City, AZ",0.19424460431654678
1376,Sun Country Airlines d/b/a MN Airlines,2017-09-01,"Bullhead City, AZ",0.13636363636363635
1377,Sun Country Airlines d/b/a MN Airlines,2017-10-01,"Bullhead City, AZ",0.15046296296296297
1378,Sun Country Airlines d/b/a MN Airlines,2017-11-01,"Bullhead City, AZ",0.16322314049586778
1379,Sun Country Airlines d/b/a MN Airlines,2017-12-01,"Minneapolis, MN",0.14925373134328357
1380,Sun Country Airlines d/b/a MN Airlines,2018-01-01,"Bullhead City, AZ",0.21428571428571427
1381,Sun Country Airlines d/b/a MN Airlines,2018-02-01,"Bullhead City, AZ",0.20648967551622419
1382,Sun Country Airlines d/b/a MN Airlines,2018-03-01,"Bullhead City, AZ",0.18681318681318682
1383,Sun Country Airlines d/b/a MN Airlines,2018-04-01,"Bullhead City, AZ",0.2245430809399478
1384,Sun Country Airlines d/b/a MN Airlines,2018-05-01,"Bullhead City, AZ",0.21407624633431085
1385,Sun Country Airlines d/b/a MN Airlines,2018-06-01,"Bullhead City, AZ",0.19798657718120805
1386,Sun Country Airlines d/b/a MN Airlines,2018-07-01,"Bullhead City, AZ",0.2578125
1387,Sun Country Airlines d/b/a MN Airlines,2018-08-01,"Bullhead City, AZ",0.19498607242339833
1388,Sun Country Airlines d/b/a MN Airlines,2018-09-01,"Bullhead City, AZ",0.12526997840172785
1389,Sun Country Airlines d/b/a MN Airlines,2018-10-01,"Bullhead City, AZ",0.15274949083503056
1390,Sun Country Airlines d/b/a MN Airlines,2018-11-01,"Bullhead City, AZ",0.14481409001956946
1391,Sun Country Airlines d/b/a MN Airlines,2018-12-01,"Gulfport/Biloxi, MS",0.13690476190476192
1392,Sun Country Airlines d/b/a MN Airlines,2019-01-01,"Bullhead City, AZ",0.17525773195876287
1393,Sun Country Airlines d/b/a MN Airlines,2019-02-01,"Bullhead City, AZ",0.17771084337349397
1394,Sun Country Airlines d/b/a MN Airlines,2019-03-01,"Bullhead City, AZ",0.17543859649122806
1395,Sun Country Airlines d/b/a MN Airlines,2019-04-01,"Bullhead City, AZ",0.16666666666666666
1396,Sun Country Airlines d/b/a MN Airlines,2019-05-01,"Bullhead City, AZ",0.1642512077294686
1397,Sun Country Airlines d/b/a MN Airlines,2019-06-01,"Bullhead City, AZ",0.16459627329192547
1398,Sun Country Airlines d/b/a MN Airlines,2019-07-01,"Bullhead City, AZ",0.17302052785923755
1399,Sun Country Airlines d/b/a MN Airlines,2019-08-01,"Bullhead City, AZ",0.1509433962264151
1400,Sun Country Airlines d/b/a MN Airlines,2019-09-01,"Bullhead City, AZ",0.1095890410958904
1401,Sun Country Airlines d/b/a MN Airlines,2019-10-01,"Bullhead City, AZ",0.14150943396226415
1402,Sun Country Airlines d/b/a MN Airlines,2019-11-01,"Bullhead City, AZ",0.13513513513513514
1403,Sun Country Airlines d/b/a MN Airlines,2019-12-01,"Gulfport/Biloxi, MS",0.12394366197183099
1404,US Airways Inc.,2014-01-01,"Charlotte, NC",0.19517795637198623
1405,US Airways Inc.,2014-02-01,"Charlotte, NC",0.1890380313199105
1406,US Airways Inc.,2014-03-01,"Charlotte, NC",0.203125
1407,US Airways Inc.,2014-04-01,"Charlotte, NC",0.19686800894854586
1408,US Airways Inc.,2014-05-01,"Charlotte, NC",0.2012847965738758
1409,US Airways Inc.,2014-06-01,"Charlotte, NC",0.19444444444444445
1410,US Airways Inc.,2014-07-01,"Charlotte, NC",0.17894736842105263
1411,US Airways Inc.,2014-08-01,"Charlotte, NC",0.1865079365079365
1412,US Airways Inc.,2014-09-01,"Charlotte, NC",0.17485029940119762
1413,US Airways Inc.,2014-10-01,"Charlotte, NC",0.18571428571428572
1414,US Airways Inc.,2014-11-01,"Charlotte, NC",0.18327183271832717
1415,US Airways Inc.,2014-12-01,"Charlotte, NC",0.18895705521472392
1416,US Airways Inc.,2015-01-01,"Charlotte, NC",0.18928571428571428
1417,US Airways Inc.,2015-02-01,"Charlotte, NC",0.1819277108433735
1418,US Airways Inc.,2015-03-01,"Charlotte, NC",0.17929292929292928
1419,US Airways Inc.,2015-04-01,"Charlotte, NC",0.17861482381530985
1420,US Airways Inc.,2015-05-01,"Charlotte, NC",0.16037735849056603
1421,US Airways Inc.,2015-06-01,"Charlotte, NC",0.16971916971916973
1422,United Air Lines Inc.,2014-01-01,"Houston, TX",0.11282051282051282
1423,United Air Lines Inc.,2014-02-01,"Chicago, IL",0.11066997518610422
1424,United Air Lines Inc.,2014-03-01,"Chicago, IL",0.11209006363191386
1425,United Air Lines Inc.,2014-04-01,"Chicago, IL",0.11286919831223628
1426,United Air Lines Inc.,2014-05-01,"Chicago, IL",0.11441241685144124
1427,United Air Lines Inc.,2014-06-01,"Chicago, IL",0.11910112359550562
1428,United Air Lines Inc.,2014-07-01,"Chicago, IL",0.10115473441108545
1429,United Air Lines Inc.,2014-08-01,"Chicago, IL",0.11056401074306177
1430,United Air Lines Inc.,2014-09-01,"Chicago, IL",0.11382878645343368
1431,United Air Lines Inc.,2014-10-01,"Chicago, IL",0.11365807067812798
1432,United Air Lines Inc.,2014-11-01,"Chicago, IL",0.11851851851851852
1433,United Air Lines Inc.,2014-12-01,"Chicago, IL",0.10995260663507109
1434,United Air Lines Inc.,2015-01-01,"Chicago, IL",0.11667527103768714
1435,United Air Lines Inc.,2015-02-01,"Houston, TX",0.10868407032498668
1436,United Air Lines Inc.,2015-03-01,"Chicago, IL",0.12027491408934708
1437,United Air Lines Inc.,2015-04-01,"Chicago, IL",0.12086874409820586
1438,United Air Lines Inc.,2015-05-01,"Chicago, IL",0.11505229649840837
1439,United Air Lines Inc.,2015-06-01,"Chicago, IL",0.11376465479808945
1440,United Air Lines Inc.,2015-07-01,"Chicago, IL",0.12171052631578948
1441,United Air Lines Inc.,2015-08-01,"Chicago, IL",0.12041884816753927
1442,United Air Lines Inc.,2015-09-01,"Chicago, IL",0.1215113782739373
1443,United Air Lines Inc.,2015-10-01,"Chicago, IL",0.11457868925546144
1444,United Air Lines Inc.,2015-11-01,"Chicago, IL",0.12186379928315412
1445,United Air Lines Inc.,2015-12-01,"Houston, TX",0.11188811188811189
1446,United Air Lines Inc.,2016-01-01,"Chicago, IL",0.11187528656579551
1447,United Air Lines Inc.,2016-02-01,"Chicago, IL",0.11767508337303478
1448,United Air Lines Inc.,2016-03-01,"Chicago, IL",0.12276882890727035
1449,United Air Lines Inc.,2016-04-01,"Chicago, IL",0.12466487935656836
1450,United Air Lines Inc.,2016-05-01,"Chicago, IL",0.13379369874838154
1451,United Air Lines Inc.,2016-06-01,"Chicago, IL",0.1191437802907916
1452,United Air Lines Inc.,2016-07-01,"Chicago, IL",0.12568077084206117
1453,United Air Lines Inc.,2016-08-01,"Chicago, IL",0.13781512605042018
1454,United Air Lines Inc.,2016-09-01,"Chicago, IL",0.13196611680784665
1455,United Air Lines Inc.,2016-10-01,"Chicago, IL",0.13227990970654627
1456,United Air Lines Inc.,2016-11-01,"Chicago, IL",0.1307901907356948
1457,United Air Lines Inc.,2016-12-01,"Chicago, IL",0.11359649122807018
1458,United Air Lines Inc.,2017-01-01,"Chicago, IL",0.11662650602409638
1459,United Air Lines Inc.,2017-02-01,"Chicago, IL",0.12090558766859345
1460,United Air Lines Inc.,2017-03-01,"Chicago, IL",0.12671081677704193
1461,United Air Lines Inc.,2017-04-01,"Chicago, IL",0.12207792207792208
1462,United Air Lines Inc.,2017-05-01,"Chicago, IL",0.11885612153708669
1463,United Air Lines Inc.,2017-06-01,"Chicago, IL",0.12530512611879577
1464,United Air Lines Inc.,2017-07-01,"Chicago, IL",0.12273302404048925
1465,United Air Lines Inc.,2017-08-01,"Chicago, IL",0.12977983777520277
1466,United Air Lines Inc.,2017-09-01,"Chicago, IL",0.1244408296055307
1467,United Air Lines Inc.,2017-10-01,"Chicago, IL",0.1192468619246862
1468,United Air Lines Inc.,2017-11-01,"Chicago, IL",0.11140466754733598
1469,United Air Lines Inc.,2017-12-01,"Chicago, IL",0.1055952881783761
1470,United Air Lines Inc.,2018-01-01,"Houston, TX",0.10780834072759539
1471,United Air Lines Inc.,2018-02-01,"Chicago, IL",0.11029411764705882
1472,United Air Lines Inc.,2018-03-01,"Denver, CO",0.1020128087831656
1473,United Air Lines Inc.,2018-04-01,"Chicago, IL",0.10417582417582417
1474,United Air Lines Inc.,2018-05-01,"Houston, TX",0.10431985294117647
1475,United Air Lines Inc.,2018-06-01,"Chicago, IL",0.11838599162542825
1476,United Air Lines Inc.,2018-07-01,"Chicago, IL",0.11575178997613365
1477,United Air Lines Inc.,2018-08-01,"Chicago, IL",0.11785216178521618
1478,United Air Lines Inc.,2018-09-01,"Chicago, IL",0.12110726643598616
1479,United Air Lines Inc.,2018-10-01,"Chicago, IL",0.11602209944751381
1480,United Air Lines Inc.,2018-11-01,"Chicago, IL",0.11595330739299611
1481,United Air Lines Inc.,2018-12-01,"Chicago, IL",0.11220621683093253
1482,United Air Lines Inc.,2019-01-01,"Chicago, IL",0.10945674044265594
1483,United Air Lines Inc.,2019-02-01,"Houston, TX",0.11461794019933555
1484,United Air Lines Inc.,2019-03-01,"Chicago, IL",0.1138763197586727
1485,United Air Lines Inc.,2019-04-01,"Chicago, IL",0.12314853999153619
1486,United Air Lines Inc.,2019-05-01,"Chicago, IL",0.12106918238993711
1487,United Air Lines Inc.,2019-06-01,"Chicago, IL",0.12166558230318802
1488,United Air Lines Inc.,2019-07-01,"Chicago, IL",0.12108412530799015
1489,United Air Lines Inc.,2019-08-01,"Chicago, IL",0.12005365526492287
1490,United Air Lines Inc.,2019-09-01,"Chicago, IL",0.12290076335877863
1491,United Air Lines Inc.,2019-10-01,"Chicago, IL",0.11764705882352941
1492,United Air Lines Inc.,2019-11-01,"Chicago, IL",0.11766945925361767
1493,United Air Lines Inc.,2019-12-01,"Chicago, IL",0.11079136690647481
